Incident_Number,Area_Occ,Rpt_Dist,Dispatch_Date,Dispatch_Time,Call_Type_Code,Call_Type_Text
PD21081000002306,Central,0101,08/10/2021 12:00:00 AM,13:34:36,242PD,POSS DOM VIOL
PD21081400000365,Foothill,1675,08/14/2021 12:00:00 AM,01:31:35,620D,DOM VIOL
PD21081100000389,Central,0142,08/11/2021 12:00:00 AM,02:16:02,242PD,POSS DOM VIOL
PD21081300003964,77th Street,1269,08/13/2021 12:00:00 AM,19:49:23,620D,DOM VIOL
PD21081200004161,Olympic,2055,08/12/2021 12:00:00 AM,20:15:22,620D,DOM VIOL
PD21081100000624,West Valley,1034,08/11/2021 12:00:00 AM,04:39:25,620D,DOM VIOL
PD21081700000244,Northeast,1117,08/17/2021 12:00:00 AM,01:17:45,242D,DOM VIOL
PD21081000003751,Van Nuys,0914,08/10/2021 12:00:00 AM,19:15:56,242D,DOM VIOL
PD21081300005208,West Valley,1035,08/13/2021 12:00:00 AM,23:56:06,620D,DOM VIOL
PD21081600000621,Rampart,0271,08/16/2021 12:00:00 AM,05:21:23,242D,DOM VIOL
PD21081400000191,77th Street,1205,08/14/2021 12:00:00 AM,00:42:11,245D,DOM VIOL
PD21081500002572,77th Street,1269,08/15/2021 12:00:00 AM,14:31:12,620D,DOM VIOL
PD21081500003420,Topanga,2137,08/15/2021 12:00:00 AM,17:36:25,620D,DOM VIOL
PD21081400001589,77th Street,1267,08/14/2021 12:00:00 AM,10:31:03,242D,DOM VIOL
PD21081400000174,West Valley,1024,08/14/2021 12:00:00 AM,00:41:24,242D,DOM VIOL
PD21081400004652,Mission,1945,08/14/2021 12:00:00 AM,22:12:42,242D,DOM VIOL
PD21081300005156,77th Street,1266,08/13/2021 12:00:00 AM,23:29:19,242D,DOM VIOL
PD21081100005371,Olympic,2069,08/11/2021 12:00:00 AM,23:38:34,245PD,ADW POSS DOM VIOL
PD21081500003277,Newton,1393,08/15/2021 12:00:00 AM,17:24:28,242D,DOM VIOL
PD21081300003868,N Hollywood,1523,08/13/2021 12:00:00 AM,19:28:32,620DR,DOM VIOL R/O
PD21081500002699,West LA,0889,08/15/2021 12:00:00 AM,14:42:47,620DR,DOM VIOL R/O
PD21081200001956,Central,0142,08/12/2021 12:00:00 AM,11:55:41,242DS,DOM VIOL SUSP
PD21081200001428,Harbor,0529,08/12/2021 12:00:00 AM,09:41:38,242DS,DOM VIOL SUSP
PD21081500001866,Newton,1375,08/15/2021 12:00:00 AM,10:54:31,245D,DOM VIOL
PD21081300001572,Southwest,0395,08/13/2021 12:00:00 AM,10:26:59,620D,DOM VIOL
PD21081200001727,Southwest,0363,08/12/2021 12:00:00 AM,10:56:13,242DI,DOM VIOL INVESTIGATI
PD21081600004934,Southeast,1823,08/16/2021 12:00:00 AM,22:58:13,620DR,DOM VIOL R/O
PD21081600003397,West LA,0897,08/16/2021 12:00:00 AM,17:19:58,620DR,DOM VIOL R/O
PD21081600001423,Pacific,1413,08/16/2021 12:00:00 AM,09:34:29,242D,DOM VIOL
PD21081300003908,Newton,1325,08/13/2021 12:00:00 AM,20:11:04,620D,DOM VIOL
PD21081400003276,Olympic,2023,08/14/2021 12:00:00 AM,18:14:23,242D,DOM VIOL
PD21081500002632,77th Street,1233,08/15/2021 12:00:00 AM,14:28:44,620DR,DOM VIOL R/O
PD21081200005176,Newton,1362,08/12/2021 12:00:00 AM,23:34:54,620D,DOM VIOL
PD21081500002713,West Valley,1018,08/15/2021 12:00:00 AM,14:48:31,620DR,DOM VIOL R/O
PD21081500004888,Foothill,1653,08/15/2021 12:00:00 AM,22:26:08,242D,DOM VIOL
PD21081600000172,Central,0182,08/16/2021 12:00:00 AM,01:06:09,242DI,DOM VIOL INVESTIGATI
PD21081600000165,Devonshire,1795,08/16/2021 12:00:00 AM,00:59:08,242D,DOM VIOL
PD21081200001867,Central,0154,08/12/2021 12:00:00 AM,11:35:21,242D,DOM VIOL
PD21081300004323,West LA,0841,08/13/2021 12:00:00 AM,20:59:36,242DJ,DOM VIOL J/O
PD21081100004949,Rampart,0247,08/11/2021 12:00:00 AM,22:02:25,242AD,AMB DOM VIOL
PD21081200004126,77th Street,1269,08/12/2021 12:00:00 AM,19:47:20,242D,DOM VIOL
PD21081000002304,Southeast,1836,08/10/2021 12:00:00 AM,13:10:20,620DR,DOM VIOL R/O
PD21081300001807,Mission,1931,08/13/2021 12:00:00 AM,11:57:45,242DI,DOM VIOL INVESTIGATI
PD21081000000700,Southeast,1837,08/10/2021 12:00:00 AM,06:48:19,242DS,DOM VIOL SUSP
PD21081500000404,N Hollywood,1523,08/15/2021 12:00:00 AM,01:23:41,620D,DOM VIOL
PD21081200004842,Harbor,0555,08/12/2021 12:00:00 AM,22:19:04,620D,DOM VIOL
PD21081400003056,Harbor,0585,08/14/2021 12:00:00 AM,17:54:59,620D,DOM VIOL
PD21081400004786,Mission,1972,08/14/2021 12:00:00 AM,22:38:55,242D,DOM VIOL
PD21081600002524,Olympic,2081,08/16/2021 12:00:00 AM,13:55:22,620D,DOM VIOL
PD21081500004637,Southeast,1841,08/15/2021 12:00:00 AM,21:36:20,620DR,DOM VIOL R/O
PD21081500004849,Central,0195,08/15/2021 12:00:00 AM,22:18:11,242D,DOM VIOL
PD21081100004619,77th Street,1215,08/11/2021 12:00:00 AM,21:01:23,242DJ,DOM VIOL J/O
PD21081000002567,Van Nuys,0914,08/10/2021 12:00:00 AM,14:17:16,242D,DOM VIOL
PD21081300001412,N Hollywood,1525,08/13/2021 12:00:00 AM,09:57:34,242DS,DOM VIOL SUSP
PD21081500005302,Southeast,1837,08/15/2021 12:00:00 AM,23:59:36,620D,DOM VIOL
PD21081600004129,Topanga,2146,08/16/2021 12:00:00 AM,20:06:39,242PD,POSS DOM VIOL
PD21081200000090,Hollywood,0645,08/12/2021 12:00:00 AM,00:38:07,620D,DOM VIOL
PD21081200002088,77th Street,1258,08/12/2021 12:00:00 AM,12:33:30,245DI,DOM VIOL INVEST
PD21081500000308,Mission,1902,08/15/2021 12:00:00 AM,01:00:44,242D,DOM VIOL
PD21081400000582,Northeast,1129,08/14/2021 12:00:00 AM,02:45:30,242D,DOM VIOL
PD21081000003501,Olympic,2054,08/10/2021 12:00:00 AM,18:20:25,242D,DOM VIOL
PD21081100003660,77th Street,1263,08/11/2021 12:00:00 AM,17:45:23,620D,DOM VIOL
PD21081500004335,Newton,1346,08/15/2021 12:00:00 AM,20:38:05,620D,DOM VIOL
PD21081200003121,Hollenbeck,0424,08/12/2021 12:00:00 AM,16:07:05,242D,DOM VIOL
PD21081100003491,77th Street,1218,08/11/2021 12:00:00 AM,17:10:20,242D,DOM VIOL
PD21081300003120,Hollenbeck,0477,08/13/2021 12:00:00 AM,16:53:14,620D,DOM VIOL
PD21081000002693,Southwest,0307,08/10/2021 12:00:00 AM,14:52:15,245D,DOM VIOL
PD21081200002861,Southwest,0391,08/12/2021 12:00:00 AM,15:09:26,245D,DOM VIOL
PD21081600002247,Northeast,1127,08/16/2021 12:00:00 AM,13:17:29,242D,DOM VIOL
PD21081100004350,77th Street,1235,08/11/2021 12:00:00 AM,19:56:16,242D,DOM VIOL
PD21081500003489,Southwest,0316,08/15/2021 12:00:00 AM,17:56:40,620DR,DOM VIOL R/O
PD21081000001302,Van Nuys,0952,08/10/2021 12:00:00 AM,09:12:45,242D,DOM VIOL
PD21081600002621,Newton,1394,08/16/2021 12:00:00 AM,14:36:20,620D,DOM VIOL
PD21081100004530,Southeast,1805,08/11/2021 12:00:00 AM,20:50:06,242D,DOM VIOL
PD21081100000132,Central,0171,08/11/2021 12:00:00 AM,00:45:26,242D,DOM VIOL
PD21081500002470,Southwest,0375,08/15/2021 12:00:00 AM,14:01:43,620D,DOM VIOL
PD21081300005097,N Hollywood,1522,08/13/2021 12:00:00 AM,23:18:38,242D,DOM VIOL
PD21081500000526,Topanga,2138,08/15/2021 12:00:00 AM,01:53:11,245DSN,DOM VIOL SUSP NOW
PD21081500000357,Mission,1905,08/15/2021 12:00:00 AM,01:24:39,242D,DOM VIOL
PD21081100003569,Rampart,0275,08/11/2021 12:00:00 AM,17:28:54,620D,DOM VIOL
PD21081600004264,Newton,1372,08/16/2021 12:00:00 AM,20:37:13,242AD,AMB DOM VIOL
PD21081500002256,77th Street,1268,08/15/2021 12:00:00 AM,13:01:07,620D,DOM VIOL
PD21081100000243,Central,0138,08/11/2021 12:00:00 AM,01:33:27,245D,DOM VIOL
PD21081200000221,Mission,1961,08/12/2021 12:00:00 AM,01:19:03,620D,DOM VIOL
PD21081500002100,77th Street,1245,08/15/2021 12:00:00 AM,12:03:35,242DS,DOM VIOL SUSP
PD21081500004139,Topanga,2129,08/15/2021 12:00:00 AM,20:03:56,242D,DOM VIOL
PD21081300000756,Newton,1362,08/13/2021 12:00:00 AM,06:56:44,620D,DOM VIOL
PD21081100000426,Harbor,0563,08/11/2021 12:00:00 AM,02:43:04,620D,DOM VIOL
PD21081500002028,77th Street,1269,08/15/2021 12:00:00 AM,11:48:21,242DS,DOM VIOL SUSP
PD21081300000513,Hollenbeck,0499,08/13/2021 12:00:00 AM,03:41:46,620D,DOM VIOL
PD21081500001325,Central,0138,08/15/2021 12:00:00 AM,08:02:51,620DR,DOM VIOL R/O
PD21081100001717,Wilshire,0755,08/11/2021 12:00:00 AM,10:31:09,620D,DOM VIOL
PD21081200005011,Olympic,2049,08/12/2021 12:00:00 AM,22:59:51,620DR,DOM VIOL R/O
PD21081100004132,Foothill,1637,08/11/2021 12:00:00 AM,19:21:49,620D,DOM VIOL
PD21081300000910,Newton,1346,08/13/2021 12:00:00 AM,07:29:14,620D,DOM VIOL
PD21081500004670,Southeast,1822,08/15/2021 12:00:00 AM,21:40:52,242PD,POSS DOM VIOL
PD21081600001184,Rampart,0257,08/16/2021 12:00:00 AM,08:57:26,245DI,DOM VIOL INVEST
PD21081100000306,Northeast,1139,08/11/2021 12:00:00 AM,01:31:20,620D,DOM VIOL
PD21081500004879,Southwest,0379,08/15/2021 12:00:00 AM,22:48:57,242D,DOM VIOL
PD21081600002339,Van Nuys,0964,08/16/2021 12:00:00 AM,13:27:37,242D,DOM VIOL
PD21081100000308,Hollenbeck,0455,08/11/2021 12:00:00 AM,01:32:22,620D,DOM VIOL
PD21081300004759,Hollenbeck,0479,08/13/2021 12:00:00 AM,22:18:37,242D,DOM VIOL
PD21081100001873,77th Street,1235,08/11/2021 12:00:00 AM,11:15:25,242D,DOM VIOL
PD21081200003800,77th Street,1219,08/12/2021 12:00:00 AM,18:33:30,620DR,DOM VIOL R/O
PD21081000002101,Topanga,2183,08/10/2021 12:00:00 AM,12:21:14,620D,DOM VIOL
PD21081600004836,N Hollywood,1515,08/16/2021 12:00:00 AM,22:34:31,242DX,BATTERY DOMESTIC VIO
PD21081600003261,Northeast,1177,08/16/2021 12:00:00 AM,16:51:55,242DX,BATTERY DOMESTIC VIO
PD21081600002321,Hollenbeck,0427,08/16/2021 12:00:00 AM,13:17:18,245D,DOM VIOL
PD21081300002712,Southeast,1841,08/13/2021 12:00:00 AM,15:22:13,242D,DOM VIOL
PD21081100001695,Topanga,2115,08/11/2021 12:00:00 AM,10:23:53,620D,DOM VIOL
PD21081000002409,Wilshire,0763,08/10/2021 12:00:00 AM,13:32:19,620D,DOM VIOL
PD21081300000492,77th Street,1267,08/13/2021 12:00:00 AM,03:33:59,242AD,AMB DOM VIOL
PD21081100001087,Newton,1361,08/11/2021 12:00:00 AM,08:05:18,620D,DOM VIOL
PD21081500004595,Newton,1343,08/15/2021 12:00:00 AM,21:34:01,242DS,DOM VIOL SUSP
PD21081200005075,Van Nuys,0914,08/12/2021 12:00:00 AM,23:08:36,242PD,POSS DOM VIOL
PD21081500003523,Southeast,1844,08/15/2021 12:00:00 AM,18:22:31,242DS,DOM VIOL SUSP
PD21081000000469,Harbor,0564,08/10/2021 12:00:00 AM,03:15:23,242D,DOM VIOL
PD21081500000706,Central,0166,08/15/2021 12:00:00 AM,02:52:33,620D,DOM VIOL
PD21081600004795,Rampart,0245,08/16/2021 12:00:00 AM,22:38:30,242DS,DOM VIOL SUSP
PD21081400004603,77th Street,1209,08/14/2021 12:00:00 AM,22:03:03,242D,DOM VIOL
PD21081300002524,Hollywood,0666,08/13/2021 12:00:00 AM,14:23:08,242DI,DOM VIOL INVESTIGATI
PD21081000003066,Southwest,0393,08/10/2021 12:00:00 AM,16:28:02,242DS,DOM VIOL SUSP
PD21081300001020,Olympic,2088,08/13/2021 12:00:00 AM,08:07:51,245D,DOM VIOL
PD21081100003297,Central,0153,08/11/2021 12:00:00 AM,16:56:30,242D,DOM VIOL
PD21081600003662,Northeast,1127,08/16/2021 12:00:00 AM,18:13:24,620DR,DOM VIOL R/O
PD21081500002075,Wilshire,0713,08/15/2021 12:00:00 AM,11:58:06,620DR,DOM VIOL R/O
PD21081400002811,Mission,1985,08/14/2021 12:00:00 AM,16:12:30,242D,DOM VIOL
PD21081600004570,Harbor,0558,08/16/2021 12:00:00 AM,21:48:40,242DS,DOM VIOL SUSP
PD21081500003993,Central,0131,08/15/2021 12:00:00 AM,19:36:00,620D,DOM VIOL
PD21081100004701,Wilshire,0774,08/11/2021 12:00:00 AM,21:17:10,242DS,DOM VIOL SUSP
PD21081400005306,Newton,1346,08/15/2021 12:00:00 AM,00:01:13,620D,DOM VIOL
PD21081100004391,Hollenbeck,0478,08/11/2021 12:00:00 AM,20:03:22,242D,DOM VIOL
PD21081300004071,Mission,1936,08/13/2021 12:00:00 AM,20:08:23,620DR,DOM VIOL R/O
PD21081400000575,Newton,1307,08/14/2021 12:00:00 AM,02:42:27,242DX,BATTERY DOMESTIC VIO
PD21081400000721,West Valley,1003,08/14/2021 12:00:00 AM,03:55:36,242D,DOM VIOL
PD21081500000783,Newton,1381,08/15/2021 12:00:00 AM,03:17:37,242D,DOM VIOL
PD21081500003374,Hollywood,0636,08/15/2021 12:00:00 AM,17:37:50,242D,DOM VIOL
PD21081200000455,Topanga,2128,08/12/2021 12:00:00 AM,02:42:21,620D,DOM VIOL
PD21081000003092,Harbor,0514,08/10/2021 12:00:00 AM,16:15:03,620DR,DOM VIOL R/O
PD21081500003100,Pacific,1489,08/15/2021 12:00:00 AM,16:30:50,245D,DOM VIOL
PD21081300004431,Central,0158,08/13/2021 12:00:00 AM,21:14:48,245AD,AMB DOM VIOL
PD21081000000953,Rampart,0245,08/10/2021 12:00:00 AM,07:46:43,245DS,DOM VIOL SUSP
PD21081000000444,Rampart,0291,08/10/2021 12:00:00 AM,02:55:25,620DR,DOM VIOL R/O
PD21081600004722,Pacific,1466,08/16/2021 12:00:00 AM,22:12:42,620DR,DOM VIOL R/O
PD21081500002244,Mission,1964,08/15/2021 12:00:00 AM,12:40:37,620D,DOM VIOL
PD21081200004886,77th Street,1269,08/12/2021 12:00:00 AM,22:47:36,245DS,DOM VIOL SUSP
PD21081000002010,77th Street,1211,08/10/2021 12:00:00 AM,12:05:23,242D,DOM VIOL
PD21081000004952,Rampart,0247,08/10/2021 12:00:00 AM,23:19:20,245ADS,AMB DOM VIOL SUSP
PD21081000002150,Central,0154,08/10/2021 12:00:00 AM,12:36:22,245PDX,POSS DOM VIOL I/P
PD21081200002971,Hollenbeck,0448,08/12/2021 12:00:00 AM,15:34:25,242D,DOM VIOL
PD21081600002583,77th Street,1235,08/16/2021 12:00:00 AM,14:08:54,242D,DOM VIOL
PD21081300002341,Newton,1353,08/13/2021 12:00:00 AM,13:44:23,242D,DOM VIOL
PD21081200000946,West LA,0855,08/12/2021 12:00:00 AM,07:50:07,242D,DOM VIOL
PD21081600003490,N Hollywood,1519,08/16/2021 12:00:00 AM,17:54:01,245D,DOM VIOL
PD21081100000560,Hollywood,0637,08/11/2021 12:00:00 AM,03:56:57,242D,DOM VIOL
PD21081700000132,West LA,0898,08/17/2021 12:00:00 AM,00:51:20,242D,DOM VIOL
PD21081600001988,77th Street,1268,08/16/2021 12:00:00 AM,12:10:26,242D,DOM VIOL
PD21081500001374,Olympic,2081,08/15/2021 12:00:00 AM,08:22:01,620D,DOM VIOL
PD21081200001585,Devonshire,1785,08/12/2021 12:00:00 AM,10:20:30,620D,DOM VIOL
PD21081200000796,Mission,1972,08/12/2021 12:00:00 AM,06:37:28,242AD,AMB DOM VIOL
PD21081300001697,77th Street,1259,08/13/2021 12:00:00 AM,10:57:49,620DR,DOM VIOL R/O
PD21081500002378,Olympic,2055,08/15/2021 12:00:00 AM,13:18:34,620D,DOM VIOL
PD21081000000673,Southeast,1806,08/10/2021 12:00:00 AM,06:03:10,245AD,AMB DOM VIOL
PD21081400002671,Rampart,0256,08/14/2021 12:00:00 AM,15:40:20,245D,DOM VIOL
PD21081500002803,Mission,1994,08/15/2021 12:00:00 AM,15:14:53,620DR,DOM VIOL R/O
PD21081000001692,Olympic,2001,08/10/2021 12:00:00 AM,10:43:25,620D,DOM VIOL
PD21081400000684,Olympic,2069,08/14/2021 12:00:00 AM,03:34:03,620D,DOM VIOL
PD21081100005417,Central,0174,08/11/2021 12:00:00 AM,23:53:33,242DJ,DOM VIOL J/O
PD21081500004368,Northeast,1189,08/15/2021 12:00:00 AM,20:43:06,620DR,DOM VIOL R/O
PD21081500000776,Van Nuys,0941,08/15/2021 12:00:00 AM,03:14:40,620D,DOM VIOL
PD21081000001865,Devonshire,1764,08/10/2021 12:00:00 AM,11:27:23,245D,DOM VIOL
PD21081100004589,Southeast,1837,08/11/2021 12:00:00 AM,20:49:39,242D,DOM VIOL
PD21081500005187,Van Nuys,0926,08/15/2021 12:00:00 AM,23:30:21,242D,DOM VIOL
PD21081500001384,Mission,1906,08/15/2021 12:00:00 AM,08:33:59,242D,DOM VIOL
PD21081300001169,Topanga,2136,08/13/2021 12:00:00 AM,08:45:09,242D,DOM VIOL
PD21081500002574,Outside,,08/15/2021 12:00:00 AM,14:16:15,242DI,DOM VIOL INVESTIGATI
PD21081600001233,West LA,0849,08/16/2021 12:00:00 AM,09:00:30,242D,DOM VIOL
PD21081100002215,Harbor,0565,08/11/2021 12:00:00 AM,12:25:45,242DR,DOM VIOL R/O VIOLATI
PD21081400002396,Hollywood,0666,08/14/2021 12:00:00 AM,14:24:58,620D,DOM VIOL
PD21081200003994,Rampart,0246,08/12/2021 12:00:00 AM,19:20:23,620DR,DOM VIOL R/O
PD21081600003929,Mission,1981,08/16/2021 12:00:00 AM,19:17:21,242DX,BATTERY DOMESTIC VIO
PD21081300003291,N Hollywood,1509,08/13/2021 12:00:00 AM,17:21:44,620DR,DOM VIOL R/O
PD21081100004392,Newton,1343,08/11/2021 12:00:00 AM,20:07:13,620DR,DOM VIOL R/O
PD21081500005043,Hollenbeck,0468,08/15/2021 12:00:00 AM,22:58:52,242D,DOM VIOL
PD21081300004906,Southeast,1822,08/13/2021 12:00:00 AM,22:51:05,620D,DOM VIOL
PD21081300001823,Central,0171,08/13/2021 12:00:00 AM,11:46:52,620D,DOM VIOL
PD21081200000745,Newton,1377,08/12/2021 12:00:00 AM,05:55:10,620DR,DOM VIOL R/O
PD21081500003065,Topanga,2139,08/15/2021 12:00:00 AM,16:31:26,620D,DOM VIOL
PD21081000003728,Central,0144,08/10/2021 12:00:00 AM,18:57:05,242DI,DOM VIOL INVESTIGATI
PD21081500000093,N Hollywood,1514,08/15/2021 12:00:00 AM,00:31:42,242DS,DOM VIOL SUSP
PD21081100003259,Wilshire,0788,08/11/2021 12:00:00 AM,16:39:01,620D,DOM VIOL
PD21081500002178,Hollenbeck,0489,08/15/2021 12:00:00 AM,12:30:03,245DS,DOM VIOL SUSP
PD21081400003477,Hollywood,0667,08/14/2021 12:00:00 AM,18:46:09,242D,DOM VIOL
PD21081400004562,Topanga,2196,08/14/2021 12:00:00 AM,21:54:15,245PDX,POSS DOM VIOL I/P
PD21081300002487,Rampart,0237,08/13/2021 12:00:00 AM,14:19:06,245D,DOM VIOL
PD21081500002781,Southeast,1881,08/15/2021 12:00:00 AM,15:23:29,242D,DOM VIOL
PD21081700000126,Southeast,1838,08/17/2021 12:00:00 AM,00:34:59,242D,DOM VIOL
PD21081100001112,West Valley,1029,08/11/2021 12:00:00 AM,08:07:37,620DR,DOM VIOL R/O
PD21081100001030,Devonshire,1722,08/11/2021 12:00:00 AM,07:44:31,620DR,DOM VIOL R/O
PD21081200003557,77th Street,1249,08/12/2021 12:00:00 AM,18:17:39,620D,DOM VIOL
PD21081300003840,Olympic,2083,08/13/2021 12:00:00 AM,19:25:33,620DR,DOM VIOL R/O
PD21081100000218,Rampart,0269,08/11/2021 12:00:00 AM,01:11:10,620D,DOM VIOL
PD21081300000177,Rampart,0289,08/13/2021 12:00:00 AM,01:06:01,620DR,DOM VIOL R/O
PD21081200004763,Southeast,1849,08/12/2021 12:00:00 AM,22:04:41,620D,DOM VIOL
PD21081500003419,Southwest,0397,08/15/2021 12:00:00 AM,17:38:54,620D,DOM VIOL
PD21081500004750,Hollywood,0636,08/15/2021 12:00:00 AM,21:57:39,620DR,DOM VIOL R/O
PD21081600000149,Mission,1918,08/16/2021 12:00:00 AM,00:49:48,242D,DOM VIOL
PD21081400003753,Rampart,0247,08/14/2021 12:00:00 AM,19:34:44,620DR,DOM VIOL R/O
PD21081500003918,Rampart,0246,08/15/2021 12:00:00 AM,19:21:33,245D,DOM VIOL
PD21081200003893,77th Street,1243,08/12/2021 12:00:00 AM,19:00:31,242D,DOM VIOL
PD21081300002609,Southwest,0363,08/13/2021 12:00:00 AM,14:43:59,245D,DOM VIOL
PD21081400005226,77th Street,1235,08/14/2021 12:00:00 AM,23:45:56,620D,DOM VIOL
PD21081200003648,Mission,1924,08/12/2021 12:00:00 AM,18:03:09,242D,DOM VIOL
PD21081500001489,Southwest,0331,08/15/2021 12:00:00 AM,08:59:12,620D,DOM VIOL
PD21081300003030,West Valley,1045,08/13/2021 12:00:00 AM,16:33:21,620D,DOM VIOL
PD21081600002006,Olympic,2029,08/16/2021 12:00:00 AM,12:07:01,242DS,DOM VIOL SUSP
PD21081400005322,Central,0157,08/15/2021 12:00:00 AM,00:27:11,242D,DOM VIOL
PD21081100000316,77th Street,1268,08/11/2021 12:00:00 AM,01:37:41,620D,DOM VIOL
PD21081400000785,Rampart,0237,08/14/2021 12:00:00 AM,04:28:55,620D,DOM VIOL
PD21081000004060,Rampart,0257,08/10/2021 12:00:00 AM,20:07:41,245D,DOM VIOL
PD21081100001720,77th Street,1241,08/11/2021 12:00:00 AM,10:47:14,620D,DOM VIOL
PD21081300001895,Olympic,2064,08/13/2021 12:00:00 AM,11:56:25,620D,DOM VIOL
PD21081300003528,Pacific,1409,08/13/2021 12:00:00 AM,18:39:28,242DI,DOM VIOL INVESTIGATI
PD21081200000120,Southwest,0361,08/12/2021 12:00:00 AM,00:34:11,245DSN,DOM VIOL SUSP NOW
PD21081000004024,77th Street,1257,08/10/2021 12:00:00 AM,19:56:35,620DR,DOM VIOL R/O
PD21081100005043,Rampart,0237,08/11/2021 12:00:00 AM,22:20:24,620D,DOM VIOL
PD21081300004143,Newton,1313,08/13/2021 12:00:00 AM,20:25:08,242D,DOM VIOL
PD21081200004483,Pacific,1444,08/12/2021 12:00:00 AM,21:15:23,242D,DOM VIOL
PD21081600001511,77th Street,1218,08/16/2021 12:00:00 AM,10:19:04,242D,DOM VIOL
PD21081000004414,Devonshire,1785,08/10/2021 12:00:00 AM,21:19:43,242DI,DOM VIOL INVESTIGATI
PD21081400004929,Southeast,1863,08/14/2021 12:00:00 AM,22:58:31,242DI,DOM VIOL INVESTIGATI
PD21081000004186,Newton,1325,08/10/2021 12:00:00 AM,20:38:58,620D,DOM VIOL
PD21081100004346,Northeast,1132,08/11/2021 12:00:00 AM,19:56:27,242AD,AMB DOM VIOL
PD21081500000539,Hollywood,0636,08/15/2021 12:00:00 AM,01:53:21,242D,DOM VIOL
PD21081500000478,Pacific,1412,08/15/2021 12:00:00 AM,01:44:38,620D,DOM VIOL
PD21081200002344,N Hollywood,1589,08/12/2021 12:00:00 AM,13:28:36,245DS,DOM VIOL SUSP
PD21081300004724,N Hollywood,1505,08/13/2021 12:00:00 AM,22:06:56,242D,DOM VIOL
PD21081500004801,West Valley,1023,08/15/2021 12:00:00 AM,22:08:49,242D,DOM VIOL
PD21081600004916,Van Nuys,0932,08/16/2021 12:00:00 AM,23:15:10,620D,DOM VIOL
PD21081000000307,Harbor,0564,08/10/2021 12:00:00 AM,01:40:43,242DX,BATTERY DOMESTIC VIO
PD21081000002816,Hollenbeck,0439,08/10/2021 12:00:00 AM,15:03:46,620DR,DOM VIOL R/O
PD21081000000606,Van Nuys,0963,08/10/2021 12:00:00 AM,05:34:52,242D,DOM VIOL
PD21081600002667,Mission,1904,08/16/2021 12:00:00 AM,14:48:35,620D,DOM VIOL
PD21081300005240,Mission,1918,08/13/2021 12:00:00 AM,23:46:29,242DX,BATTERY DOMESTIC VIO
PD21081300001861,Devonshire,1766,08/13/2021 12:00:00 AM,12:02:41,620D,DOM VIOL
PD21081100005049,Olympic,2081,08/11/2021 12:00:00 AM,22:23:55,242D,DOM VIOL
PD21081600004862,Northeast,1136,08/16/2021 12:00:00 AM,22:40:01,242D,DOM VIOL
PD21081300004283,Northeast,1149,08/13/2021 12:00:00 AM,21:00:41,242D,DOM VIOL
PD21081400000163,Olympic,2022,08/14/2021 12:00:00 AM,00:45:05,620D,DOM VIOL
PD21081000004342,Southeast,1806,08/10/2021 12:00:00 AM,21:08:04,245D,DOM VIOL
PD21081200005060,Southwest,0378,08/12/2021 12:00:00 AM,23:06:09,242DS,DOM VIOL SUSP
PD21081000004313,Pacific,1453,08/10/2021 12:00:00 AM,21:04:11,242D,DOM VIOL
PD21081000004358,Olympic,2054,08/10/2021 12:00:00 AM,21:11:15,242D,DOM VIOL
PD21081300000349,Central,0138,08/13/2021 12:00:00 AM,02:08:09,245D,DOM VIOL
PD21081600004285,Newton,1342,08/16/2021 12:00:00 AM,21:04:33,245D,DOM VIOL
PD21081400001546,Newton,1352,08/14/2021 12:00:00 AM,10:16:43,245D,DOM VIOL
PD21081000001822,Southeast,1881,08/10/2021 12:00:00 AM,11:16:18,620D,DOM VIOL
PD21081300004341,Central,0141,08/13/2021 12:00:00 AM,21:18:55,620D,DOM VIOL
PD21081300003797,77th Street,1231,08/13/2021 12:00:00 AM,19:16:31,620D,DOM VIOL
PD21081400001813,77th Street,1241,08/14/2021 12:00:00 AM,11:40:26,620DR,DOM VIOL R/O
PD21081500000967,N Hollywood,1521,08/15/2021 12:00:00 AM,05:05:05,620D,DOM VIOL
PD21081000003627,Foothill,1633,08/10/2021 12:00:00 AM,18:21:19,242AD,AMB DOM VIOL
PD21081000003762,Mission,1962,08/10/2021 12:00:00 AM,19:10:14,620D,DOM VIOL
PD21081600000934,Southeast,1861,08/16/2021 12:00:00 AM,07:27:11,620DR,DOM VIOL R/O
PD21081600003679,Rampart,0257,08/16/2021 12:00:00 AM,18:20:58,242D,DOM VIOL
PD21081200005208,Southeast,1849,08/13/2021 12:00:00 AM,00:08:04,242PD,POSS DOM VIOL
PD21081200002835,Southwest,0378,08/12/2021 12:00:00 AM,15:09:15,620D,DOM VIOL
PD21081300003993,Southwest,0317,08/13/2021 12:00:00 AM,19:54:27,242D,DOM VIOL
PD21081200001590,Southeast,1826,08/12/2021 12:00:00 AM,10:29:53,620D,DOM VIOL
PD21081100001391,Olympic,2004,08/11/2021 12:00:00 AM,09:17:41,620D,DOM VIOL
PD21081300002776,Newton,1321,08/13/2021 12:00:00 AM,15:31:14,242D,DOM VIOL
PD21081400002372,Rampart,0251,08/14/2021 12:00:00 AM,14:35:22,620D,DOM VIOL
PD21081600004170,Van Nuys,0952,08/16/2021 12:00:00 AM,20:11:38,620DR,DOM VIOL R/O
